hh_id,state,region,district,response_code,multiplier
301201,15,151,1502,1,168.19
301202,15,151,1502,1,168.19
301203,15,151,1502,1,168.19
301204,15,151,1502,1,168.19
301301,15,151,1502,1,63.25
301302,15,151,1502,1,63.25
311101,15,151,1503,1,60.525
311102,15,151,1503,1,60.525
311201,15,151,1503,1,65.01
311202,15,151,1503,1,65.01
311203,15,151,1503,1,65.01
311204,15,151,1503,1,65.01
311301,15,151,1503,1,51.56
311302,15,151,1503,1,51.56
321101,15,151,1502,1,17.25
321102,15,151,1502,1,17.25
321201,15,151,1502,1,83.375
321202,15,151,1502,1,83.375
321203,15,151,1502,1,83.375
321204,15,151,1502,1,83.375
321301,15,151,1502,1,37.375
321302,15,151,1502,1,37.375
331101,15,151,1503,1,49.315
331102,15,151,1503,1,49.315
331201,15,151,1503,1,127.775
331202,15,151,1503,1,127.775
331203,15,151,1503,1,127.775
331204,15,151,1503,1,127.775
331301,15,151,1503,1,31.385
331302,15,151,1503,1,31.385
351101,15,151,1503,1,143.465
351201,15,151,1503,1,199.51
351202,15,151,1503,1,199.51
351301,15,151,1503,1,49.315
352101,15,151,1503,1,201.75
352201,15,151,1503,1,517.825
352202,15,151,1503,1,517.825
352301,15,151,1503,1,107.6
361101,15,151,1503,1,118.81
361102,15,151,1503,1,118.81
361201,15,151,1503,1,145.71
361202,15,151,1503,1,145.71
361203,15,151,1503,1,145.71
361204,15,151,1503,1,145.71
361301,15,151,1503,1,78.46
361302,15,151,1503,1,78.46
371101,15,151,1503,1,44.835
371102,15,151,1503,1,44.835
371201,15,151,1503,1,76.215
371202,15,151,1503,1,76.215
371203,15,151,1503,1,76.215
371204,15,151,1503,1,76.215
371301,15,151,1503,1,4.485
371302,15,151,1503,1,4.485
381101,15,151,1501,1,31.5
381102,15,151,1501,1,31.5
381201,15,151,1501,1,152.25
381202,15,151,1501,1,152.25
381203,15,151,1501,1,152.25
381204,15,151,1501,1,152.25
381301,15,151,1501,1,31.5
381302,15,151,1501,1,31.5
391101,15,151,1503,1,49.315
391102,15,151,1503,1,49.315
391201,15,151,1503,1,78.46
391202,15,151,1503,1,78.46
391203,15,151,1503,1,78.46
391204,15,151,1503,1,78.46
391301,15,151,1503,1,53.8
391302,15,151,1503,1,53.8
401101,14,141,1405,1,52.89
401102,14,141,1405,1,52.89
401201,14,141,1405,1,135.335
401202,14,141,1405,1,135.335
401203,14,141,1405,1,135.335
401204,14,141,1405,1,135.335
401301,14,141,1405,1,62.22
401302,14,141,1405,1,62.22
411101,14,141,1405,1,52.89
411102,14,141,1405,1,52.89
411201,14,141,1405,1,135.335
411202,14,141,1405,1,135.335
411203,14,141,1405,1,135.335
411204,14,141,1405,1,135.335
411301,14,141,1405,1,62.22
411302,14,141,1405,1,62.22
421101,14,141,1405,1,77.78
421102,14,141,1405,1,77.78
421201,14,141,1405,1,158.665
421202,14,141,1405,1,158.665
421203,14,141,1405,1,158.665
421204,14,141,1405,1,158.665
421301,14,141,1405,1,77.78
421302,14,141,1405,1,77.78
431101,14,141,1405,1,62.22
431102,14,141,1405,1,62.22
431201,14,141,1405,1,108.89
431202,14,141,1405,1,108.89
431203,14,141,1405,1,108.89
431204,14,141,1405,1,108.89
431301,14,141,1405,1,124.445
431302,14,141,1405,1,124.445
441101,14,141,1405,1,62.22
441102,14,141,1405,1,62.22
441201,14,141,1405,1,108.89
441202,14,141,1405,1,108.89
441203,14,141,1405,1,108.89
441204,14,141,1405,1,108.89
441301,14,141,1405,1,124.445
441302,14,141,1405,1,124.445
451101,14,141,1406,1,171.73
451102,14,141,1406,1,171.73
451103,14,141,1406,1,171.73
451104,14,141,1406,1,171.73
451201,14,141,1406,1,131.795
451202,14,141,1406,1,131.795
451203,14,141,1406,1,131.795
451204,14,141,1406,1,131.795
461101,14,141,1406,1,98.51
461102,14,141,1406,1,98.51
461201,14,141,1406,1,109.16
461202,14,141,1406,1,109.16
461203,14,141,1406,1,109.16
461204,14,141,1406,1,109.16
461301,14,141,1406,1,42.6
461302,14,141,1406,1,42.6
471101,14,141,1405,1,45.11
471102,14,141,1405,1,45.11
471103,14,141,1405,1,45.11
471104,14,141,1405,1,45.11
471201,14,141,1405,1,37.335
471202,14,141,1405,1,37.335
471203,14,141,1405,1,37.335
471204,14,141,1405,1,37.335
481101,14,141,1405,1,43.555
481102,14,141,1405,1,43.555
481201,14,141,1405,1,115.11
481202,14,141,1405,1,115.11
481203,14,141,1405,1,115.11
481204,14,141,1405,1,115.11
481301,14,141,1405,1,133.78
481302,14,141,1405,1,133.78
491101,14,141,1405,1,62.22
491102,14,141,1405,1,62.22
491201,14,141,1405,1,124.445
491202,14,141,1405,1,124.445
491203,14,141,1405,1,124.445
491204,14,141,1405,1,124.445
491301,14,141,1405,1,130.665
491302,14,141,1405,1,130.665
501101,15,151,1505,1,45.125
501102,15,151,1505,1,45.125
501201,15,151,1505,1,112.81
501202,15,151,1505,1,112.81
501203,15,151,1505,1,112.81
501204,15,151,1505,1,112.81
501301,15,151,1505,1,90.25
501302,15,151,1505,1,90.25
511101,15,151,1506,1,59.905
511102,15,151,1506,1,59.905
511201,15,151,1506,1,78.765
511202,15,151,1506,1,78.765
511203,15,151,1506,1,78.765
511204,15,151,1506,1,78.765
511301,15,151,1506,1,59.905
511302,15,151,1506,1,59.905
521101,15,151,1505,1,21.375
521102,15,151,1505,1,21.375
521201,15,151,1505,1,24.94
521202,15,151,1505,1,24.94
521203,15,151,1505,1,24.94
521204,15,151,1505,1,24.94
521301,15,151,1505,1,95.0
521302,15,151,1505,1,95.0
531101,15,151,1506,1,51.03
531102,15,151,1506,1,51.03
531201,15,151,1506,1,64.345
531202,15,151,1506,1,64.345
531203,15,151,1506,1,64.345
531204,15,151,1506,1,64.345
531301,15,151,1506,1,102.06
531302,15,151,1506,1,102.06
541101,15,151,1504,1,65.335
541102,15,151,1504,1,65.335
541201,15,151,1504,1,77.585
541202,15,151,1504,1,77.585
541203,15,151,1504,1,77.585
541204,15,151,1504,1,77.585
541301,15,151,1504,1,85.75
541302,15,151,1504,1,85.75
551101,15,151,1508,2,90.0
551102,15,151,1508,1,90.0
551201,15,151,1508,1,110.0
551202,15,151,1508,1,110.0
551203,15,151,1508,1,110.0
551204,15,151,1508,1,110.0
551301,15,151,1508,1,95.0
551302,15,151,1508,1,95.0
561101,15,151,1501,1,76.125
561102,15,151,1501,1,76.125
561201,15,151,1501,1,81.375
561202,15,151,1501,1,81.375
561203,15,151,1501,1,81.375
561204,15,151,1501,1,81.375
561301,15,151,1501,1,60.375
561302,15,151,1501,1,60.375
571101,15,151,1506,1,159.75
571102,15,151,1506,1,159.75
571201,15,151,1506,1,79.875
571202,15,151,1506,1,79.875
571203,15,151,1506,1,79.875
571204,15,151,1506,1,79.875
571301,15,151,1506,1,19.97
571302,15,151,1506,1,19.97
581101,15,151,1504,1,8.165
581102,15,151,1504,1,8.165
581103,15,151,1504,1,8.165
581104,15,151,1504,1,8.165
581201,15,151,1504,1,130.665
581202,15,151,1504,1,130.665
581203,15,151,1504,1,130.665
581204,15,151,1504,1,130.665
591101,15,151,1506,1,86.53
591102,15,151,1506,1,86.53
591201,15,151,1506,1,85.42
591202,15,151,1506,1,85.42
591203,15,151,1506,1,85.42
591204,15,151,1506,1,85.42
591301,15,151,1506,1,31.06
591302,15,151,1506,1,31.06
601101,15,151,1503,1,45.955
601102,15,151,1503,1,45.955
601103,15,151,1503,1,45.955
601104,15,151,1503,1,45.955
601201,15,151,1503,1,12.33
601202,15,151,1503,1,12.33
601203,15,151,1503,1,12.33
601204,15,151,1503,1,12.33
611101,15,151,1503,1,105.36
611102,15,151,1503,1,105.36
611201,15,151,1503,1,84.06
611202,15,151,1503,1,84.06
611203,15,151,1503,1,84.06
611204,15,151,1503,1,84.06
611301,15,151,1503,1,82.94
611302,15,151,1503,1,82.94
621101,15,151,1503,1,30.265
621102,15,151,1503,1,30.265
621103,15,151,1503,1,30.265
621104,15,151,1503,1,30.265
621201,15,151,1503,1,89.665
621202,15,151,1503,1,89.665
621203,15,151,1503,1,89.665
621204,15,151,1503,1,89.665
631101,15,151,1503,1,190.54
631102,15,151,1503,1,190.54
631201,15,151,1503,1,135.62
631202,15,151,1503,1,135.62
631203,15,151,1503,1,135.62
631204,15,151,1503,1,135.62
631301,15,151,1503,1,15.69
631302,15,151,1503,1,15.69
641101,15,151,1502,1,40.25
641102,15,151,1502,1,40.25
641201,15,151,1502,1,232.875
641202,15,151,1502,1,232.875
641203,15,151,1502,1,232.875
641204,15,151,1502,1,232.875
641301,15,151,1502,1,34.5
641302,15,151,1502,1,34.5
651101,15,151,1503,1,32.505
651102,15,151,1503,1,32.505
651103,15,151,1503,1,32.505
651104,15,151,1503,1,32.505
651201,15,151,1503,2,109.84
651202,15,151,1503,1,109.84
651203,15,151,1503,1,109.84
651204,15,151,1503,1,109.84
661101,15,151,1503,1,78.46
661102,15,151,1503,1,78.46
661103,15,151,1503,1,78.46
661104,15,151,1503,1,78.46
661201,15,151,1503,1,113.205
661202,15,151,1503,1,113.205
661203,15,151,1503,1,113.205
661204,15,151,1503,1,113.205
671101,15,151,1503,1,22.415
671102,15,151,1503,1,22.415
671201,15,151,1503,1,89.665
671202,15,151,1503,1,89.665
671203,15,151,1503,1,89.665
671204,15,151,1503,1,89.665
671301,15,151,1503,1,49.315
671302,15,151,1503,1,49.315
681101,15,151,1502,1,25.875
681102,15,151,1502,1,25.875
681201,15,151,1502,1,86.25
681202,15,151,1502,1,86.25
681203,15,151,1502,1,86.25
681204,15,151,1502,1,86.25
681301,15,151,1502,1,143.75
681302,15,151,1502,1,143.75
691101,15,151,1503,1,130.015
691102,15,151,1503,1,130.015
691201,15,151,1503,1,104.24
691202,15,151,1503,1,104.24
691203,15,151,1503,1,104.24
691204,15,151,1503,1,104.24
691301,15,151,1503,1,15.69
691302,15,151,1503,1,15.69
801101,14,141,1406,1,91.855
801102,14,141,1406,1,91.855
801103,14,141,1406,1,91.855
801104,14,141,1406,1,91.855
801201,14,141,1406,1,81.205
801202,14,141,1406,1,81.205
801203,14,141,1406,1,81.205
801204,14,141,1406,1,81.205
811101,14,141,1406,1,190.37
811102,14,141,1406,1,190.37
811103,14,141,1406,1,190.37
811104,14,141,1406,1,190.37
811201,14,141,1406,1,87.865
811202,14,141,1406,1,87.865
811203,14,141,1406,1,87.865
811204,14,141,1406,1,87.865
821101,14,141,1406,1,102.505
821102,14,141,1406,1,102.505
821103,14,141,1406,1,102.505
821104,14,141,1406,1,102.505
821201,14,141,1406,1,123.805
821202,14,141,1406,1,123.805
821203,14,141,1406,1,123.805
821204,14,141,1406,1,123.805
831101,14,141,1406,1,115.82
831102,14,141,1406,1,115.82
831103,14,141,1406,1,115.82
831104,14,141,1406,1,115.82
831201,14,141,1406,1,37.275
831202,14,141,1406,1,37.275
831203,14,141,1406,1,37.275
831204,14,141,1406,1,37.275
841101,14,141,1406,1,91.855
841102,14,141,1406,1,91.855
841103,14,141,1406,1,91.855
841104,14,141,1406,1,91.855
841201,14,141,1406,1,177.055
841202,14,141,1406,1,177.055
841203,14,141,1406,1,177.055
841204,14,141,1406,1,177.055
851101,14,141,1406,1,66.56
851102,14,141,1406,1,66.56
851103,14,141,1406,1,66.56
851104,14,141,1406,1,66.56
851201,14,141,1406,1,167.74
851202,14,141,1406,1,167.74
851203,14,141,1406,1,167.74
851204,14,141,1406,1,167.74
861101,14,141,1406,1,197.025
861102,14,141,1406,1,197.025
861201,14,141,1406,1,131.795
861202,14,141,1406,1,131.795
861203,14,141,1406,1,131.795
861204,14,141,1406,1,131.795
861301,14,141,1406,1,18.64
861302,14,141,1406,1,18.64
871101,14,141,1406,1,222.32
871102,14,141,1406,1,222.32
871103,14,141,1406,1,222.32
871104,14,141,1406,1,222.32
871201,14,141,1406,1,53.25
871202,14,141,1406,1,53.25
871203,14,141,1406,1,53.25
871204,14,141,1406,1,53.25
881101,14,141,1406,1,62.57
881102,14,141,1406,1,62.57
881103,14,141,1406,1,62.57
881104,14,141,1406,1,62.57
881201,14,141,1406,1,163.745
881202,14,141,1406,1,163.745
881203,14,141,1406,1,163.745
881204,14,141,1406,1,163.745
891101,14,141,1406,1,65.23
891102,14,141,1406,1,65.23
891103,14,141,1406,1,65.23
891104,14,141,1406,1,65.23
891201,14,141,1406,1,167.74
891202,14,141,1406,1,167.74
891203,14,141,1406,1,167.74
891204,14,141,1406,1,167.74
901101,15,151,1503,1,82.94
901102,15,151,1503,1,82.94
901201,15,151,1503,1,86.305
901202,15,151,1503,1,86.305
901203,15,151,1503,1,86.305
901204,15,151,1503,1,86.305
901301,15,151,1503,1,40.35
901302,15,151,1503,1,40.35
911101,15,151,1503,1,65.01
911102,15,151,1503,2,65.01
911201,15,151,1503,2,89.665
911202,15,151,1503,1,89.665
911203,15,151,1503,1,89.665
911204,15,151,1503,1,89.665
911301,15,151,1503,1,24.66
911302,15,151,1503,1,24.66
921101,15,151,1503,1,121.05
921102,15,151,1503,1,121.05
921201,15,151,1503,1,87.425
921202,15,151,1503,1,87.425
921203,15,151,1503,1,87.425
921204,15,151,1503,1,87.425
921301,15,151,1503,1,6.725
921302,15,151,1503,1,6.725
931101,15,151,1503,1,49.315
931102,15,151,1503,1,49.315
931201,15,151,1503,1,127.775
931202,15,151,1503,1,127.775
931203,15,151,1503,1,127.775
931204,15,151,1503,1,127.775
931301,15,151,1503,1,31.385
931302,15,151,1503,1,31.385
941101,15,151,1503,1,26.9
941102,15,151,1503,1,26.9
941103,15,151,1503,1,26.9
941104,15,151,1503,1,26.9
941201,15,151,1503,1,223.045
941202,15,151,1503,1,223.045
941203,15,151,1503,1,223.045
941204,15,151,1503,1,223.045
951101,15,151,1503,1,40.35
951102,15,151,1503,1,40.35
951201,15,151,1503,1,110.965
951202,15,151,1503,1,110.965
951203,15,151,1503,1,110.965
951204,15,151,1503,1,110.965
951301,15,151,1503,1,78.46
951302,15,151,1503,1,78.46
961101,15,151,1504,1,36.75
961102,15,151,1504,1,36.75
961201,15,151,1504,1,98.0
961202,15,151,1504,1,98.0
961203,15,151,1504,1,98.0
961204,15,151,1504,1,98.0
961301,15,151,1504,1,46.96
961302,15,151,1504,1,46.96
971101,15,151,1503,2,71.735
971201,15,151,1503,2,203.99
971202,15,151,1503,1,203.99
971301,15,151,1503,2,22.415
972101,15,151,1503,2,152.435
972201,15,151,1503,1,327.285
972202,15,151,1503,2,327.285
972301,15,151,1503,1,44.835
981101,15,151,1503,1,66.13
981102,15,151,1503,1,66.13
981103,15,151,1503,1,66.13
981104,15,151,1503,1,66.13
981201,15,151,1503,1,136.74
981202,15,151,1503,1,136.74
981203,15,151,1503,1,136.74
981204,15,151,1503,1,136.74
991101,15,151,1503,1,22.415
991102,15,151,1503,1,22.415
991201,15,151,1503,1,96.39
991202,15,151,1503,1,96.39
991203,15,151,1503,1,96.39
991204,15,151,1503,1,96.39
991301,15,151,1503,1,17.935
991302,15,151,1503,1,17.935
1001101,17,171,1706,1,328.5
1001102,17,171,1706,1,328.5
1001201,17,171,1706,1,565.75
1001202,17,171,1706,1,565.75
1001203,17,171,1706,1,565.75
1001204,17,171,1706,1,565.75
1001301,17,171,1706,1,97.335
1001302,17,171,1706,1,97.335
1011101,17,171,1706,1,36.5
1011102,17,171,1706,1,36.5
1011103,17,171,1706,1,36.5
1011104,17,171,1706,1,36.5
1011201,17,171,1706,1,310.25
1011202,17,171,1706,1,310.25
1011203,17,171,1706,1,310.25
1011204,17,171,1706,1,310.25
1021101,17,171,1706,1,316.335
1021102,17,171,1706,1,316.335
1021201,17,171,1706,1,358.915
1021202,17,171,1706,1,358.915
1021203,17,171,1706,1,358.915
1021204,17,171,1706,1,358.915
1021301,17,171,1706,1,24.335
1021302,17,171,1706,1,24.335
1031101,17,171,1707,1,112.875
1031102,17,171,1707,1,112.875
1031201,17,171,1707,1,333.25
1031202,17,171,1707,1,333.25
1031203,17,171,1707,1,333.25
1031204,17,171,1707,1,333.25
1031301,17,171,1707,1,150.5
1031302,17,171,1707,1,150.5
1041101,17,171,1706,1,194.665
1041102,17,171,1706,1,194.665
1041201,17,171,1706,1,431.915
1041202,17,171,1706,1,431.915
1041203,17,171,1706,1,431.915
1041204,17,171,1706,1,431.915
1041301,17,171,1706,1,279.835
1041302,17,171,1706,1,279.835
1051101,17,171,1701,1,98.56
1051102,17,171,1701,1,98.56
1051201,17,171,1701,1,158.22
1051202,17,171,1701,1,158.22
1051203,17,171,1701,1,158.22
1051204,17,171,1701,1,158.22
1051301,17,171,1701,1,217.875
1051302,17,171,1701,1,217.875
1061101,17,171,1702,1,191.75
1061102,17,171,1702,1,191.75
1061201,17,171,1702,1,210.19
1061202,17,171,1702,1,210.19
1061203,17,171,1702,1,210.19
1061204,17,171,1702,1,210.19
1061301,17,171,1702,1,228.625
1061302,17,171,1702,1,228.625
1071101,17,171,1706,1,389.335
1071102,17,171,1706,1,389.335
1071201,17,171,1706,1,602.25
1071202,17,171,1706,1,602.25
1071203,17,171,1706,1,602.25
1071204,17,171,1706,1,602.25
1071301,17,171,1706,1,121.665
1071302,17,171,1706,1,121.665
1081101,17,171,1706,1,121.665
1081102,17,171,1706,1,121.665
1081201,17,171,1706,1,340.665
1081202,17,171,1706,1,340.665
1081203,17,171,1706,1,340.665
1081204,17,171,1706,1,340.665
1081301,17,171,1706,1,182.5
1081302,17,171,1706,1,182.5
1091101,17,171,1701,1,46.69
1091102,17,171,1701,1,46.69
1091201,17,171,1701,1,62.25
1091202,17,171,1701,1,62.25
1091203,17,171,1701,1,62.25
1091204,17,171,1701,1,62.25
1091301,17,171,1701,1,295.69
1091302,17,171,1701,1,295.69
1101101,17,171,1707,1,150.5
1101102,17,171,1707,1,150.5
1101201,17,171,1707,1,145.125
1101202,17,171,1707,1,145.125
1101203,17,171,1707,1,145.125
1101204,17,171,1707,1,145.125
1101301,17,171,1707,1,69.875
1101302,17,171,1707,1,69.875
1141101,17,171,1706,1,298.085
1141102,17,171,1706,1,298.085
1141103,17,171,1706,1,298.085
1141104,17,171,1706,1,298.085
1141201,17,171,1706,1,285.915
1141202,17,171,1706,1,285.915
1141203,17,171,1706,1,285.915
1141204,17,171,1706,1,285.915
1181101,17,171,1706,1,109.5
1181102,17,171,1706,1,109.5
1181103,17,171,1706,1,109.5
1181104,17,171,1706,1,109.5
1181201,17,171,1706,1,365.0
1181202,17,171,1706,1,365.0
1181203,17,171,1706,1,365.0
1181204,17,171,1706,1,365.0
1201101,17,171,1705,1,52.5
1201102,17,171,1705,1,52.5
1201201,17,171,1705,1,201.25
1201202,17,171,1705,1,201.25
1201203,17,171,1705,1,201.25
1201204,17,171,1705,1,201.25
1201301,17,171,1705,1,91.875
1201302,17,171,1705,1,91.875
1211101,17,171,1706,1,261.585
1211102,17,171,1706,1,261.585
1211103,17,171,1706,1,261.585
1211104,17,171,1706,1,261.585
1211201,17,171,1706,1,358.915
1211202,17,171,1706,1,358.915
1211203,17,171,1706,1,358.915
1211204,17,171,1706,1,358.915
1221101,17,171,1706,1,97.335
1221102,17,171,1706,1,97.335
1221103,17,171,1706,1,97.335
1221104,17,171,1706,1,97.335
1221201,17,171,1706,1,535.335
1221202,17,171,1706,1,535.335
1221203,17,171,1706,1,535.335
1221204,17,171,1706,1,535.335
1231101,17,171,1706,1,97.335
1231102,17,171,1706,1,97.335
1231103,17,171,1706,1,97.335
1231201,17,171,1706,1,340.665
1231202,17,171,1706,1,340.665
1231203,17,171,1706,1,340.665
1231204,17,171,1706,1,340.665
1231301,17,171,1706,1,24.335
1241101,17,171,1703,1,57.5
1241102,17,171,1703,1,57.5
1241201,17,171,1703,1,60.0
1241202,17,171,1703,1,60.0
1241203,17,171,1703,1,60.0
1241204,17,171,1703,1,60.0
1241301,17,171,1703,1,92.5
1241302,17,171,1703,1,92.5
1251101,17,171,1706,1,146.0
1251102,17,171,1706,1,146.0
1251201,17,171,1706,1,492.75
1251202,17,171,1706,1,492.75
1251203,17,171,1706,1,492.75
1251204,17,171,1706,1,492.75
1251301,17,171,1706,1,243.335
1251302,17,171,1706,1,243.335
1261101,17,171,1707,1,34.94
1261102,17,171,1707,1,34.94
1261103,17,171,1707,1,34.94
1261104,17,171,1707,1,34.94
1261201,17,171,1707,1,301.0
1261202,17,171,1707,1,301.0
1261203,17,171,1707,1,301.0
1261204,17,171,1707,1,301.0
1271101,17,171,1706,1,206.835
1271102,17,171,1706,1,206.835
1271201,17,171,1706,1,766.5
1271202,17,171,1706,1,766.5
1271203,17,171,1706,1,766.5
1271204,17,171,1706,1,766.5
1271301,17,171,1706,1,121.665
1271302,17,171,1706,1,121.665
1281101,17,171,1704,1,59.5
1281102,17,171,1704,1,59.5
1281201,17,171,1704,1,199.75
1281202,17,171,1704,1,199.75
1281203,17,171,1704,1,199.75
1281204,17,171,1704,1,199.75
1281301,17,171,1704,1,68.0
1281302,17,171,1704,1,68.0
1291101,17,171,1706,1,54.75
1291102,17,171,1706,1,54.75
1291103,17,171,1706,2,54.75
1291104,17,171,1706,1,54.75
1291201,17,171,1706,2,243.335
1291202,17,171,1706,1,243.335
1291203,17,171,1706,1,243.335
1291204,17,171,1706,1,243.335
1401101,17,171,1701,1,57.06
1401102,17,171,1701,1,57.06
1401201,17,171,1701,1,147.845
1401202,17,171,1701,1,147.845
1401203,17,171,1701,1,147.845
1401204,17,171,1701,1,147.845
1401301,17,171,1701,1,176.375
1401302,17,171,1701,1,176.375
1411101,17,171,1704,1,34.0
1411102,17,171,1704,1,34.0
1411103,17,171,1704,1,34.0
1411104,17,171,1704,1,34.0
1411201,17,171,1704,1,221.0
1411202,17,171,1704,1,221.0
1411203,17,171,1704,1,221.0
1411204,17,171,1704,1,221.0
1421101,17,171,1702,1,51.625
1421102,17,171,1702,1,51.625
1421201,17,171,1702,1,147.5
1421202,17,171,1702,1,147.5
1421203,17,171,1702,1,147.5
1421204,17,171,1702,1,147.5
1421301,17,171,1702,1,221.25
1421302,17,171,1702,1,221.25
1431101,17,171,1705,1,26.25
1431102,17,171,1705,1,26.25
1431201,17,171,1705,1,150.94
1431202,17,171,1705,1,150.94
1431203,17,171,1705,1,150.94
1431204,17,171,1705,1,150.94
1431301,17,171,1705,1,26.25
1431302,17,171,1705,1,26.25
1451101,17,171,1706,1,340.665
1451102,17,171,1706,1,340.665
1451103,17,171,1706,1,340.665
1451201,17,171,1706,1,407.585
1451202,17,171,1706,1,407.585
1451203,17,171,1706,1,407.585
1451204,17,171,1706,1,407.585
1451301,17,171,1706,1,24.335
1461101,17,171,1706,1,133.835
1461102,17,171,1706,1,133.835
1461103,17,171,1706,1,133.835
1461104,17,171,1706,1,133.835
1461201,17,171,1706,1,389.335
1461202,17,171,1706,1,389.335
1461203,17,171,1706,1,389.335
1461204,17,171,1706,1,389.335
1471101,17,171,1703,1,60.0
1471102,17,171,1703,1,60.0
1471201,17,171,1703,1,98.75
1471202,17,171,1703,1,98.75
1471203,17,171,1703,1,98.75
1471204,17,171,1703,1,98.75
1471301,17,171,1703,1,137.5
1471302,17,171,1703,1,137.5
1481101,17,171,1701,1,25.94
1481102,17,171,1701,1,25.94
1481201,17,171,1701,1,150.44
1481202,17,171,1701,2,150.44
1481203,17,171,1701,1,150.44
1481204,17,171,1701,2,150.44
1481301,17,171,1701,2,31.125
1481302,17,171,1701,2,31.125
1491101,17,171,1706,1,462.335
1491102,17,171,1706,1,462.335
1491201,17,171,1706,1,292.0
1491202,17,171,1706,1,292.0
1491203,17,171,1706,1,292.0
1491204,17,171,1706,1,292.0
1491301,17,171,1706,1,121.665
1491302,17,171,1706,1,121.665
1511101,18,182,1803,1,59.25
1511102,18,182,1803,1,59.25
1511201,18,182,1803,1,113.56
1511202,18,182,1803,1,113.56
1511203,18,182,1803,1,113.56
1511204,18,182,1803,1,113.56
1511301,18,182,1803,1,98.75
1511302,18,182,1803,1,98.75
1521101,18,182,1801,1,761.25
1521102,18,182,1801,1,761.25
1521201,18,182,1801,1,391.5
1521202,18,182,1801,1,391.5
1521203,18,182,1801,1,391.5
1521204,18,182,1801,1,391.5
1521301,18,182,1801,1,315.375
1521302,18,182,1801,1,315.375
1531101,18,182,1804,1,382.5
1531102,18,182,1804,1,382.5
1531201,18,182,1804,1,363.375
1531202,18,182,1804,1,363.375
1531203,18,182,1804,1,363.375
1531204,18,182,1804,1,363.375
1531301,18,182,1804,1,102.0
1531302,18,182,1804,1,102.0
1551101,18,182,1806,1,1215.0
1551102,18,182,1806,1,1215.0
1551201,18,182,1806,1,697.5
1551202,18,182,1806,1,697.5
1551203,18,182,1806,1,697.5
1551204,18,182,1806,1,697.5
1551301,18,182,1806,1,675.0
1551302,18,182,1806,1,675.0
1561101,18,182,1807,1,508.375
1561102,18,182,1807,9,508.375
1561201,18,182,1807,1,140.875
1561202,18,182,1807,1,140.875
1561203,18,182,1807,1,140.875
1561204,18,182,1807,1,140.875
1561301,18,182,1807,1,12.25
